"ResponseId_W2","exp_group","condition","ideo_folded","pid_strength","ss1","ss2","ss3","ss4","ss5","ss6","ss_sum","compliance_level","WELL_FEELINGS_1","WELL_FEELINGS_2","WELL_FEELINGS_3","WELL_FEELINGS_4","WELL_FEELINGS_5","WELL_FEELINGS_6","WELL_ACT_1","WELL_ACT_2","WELL_ACT_3","WELL_ACT_4","WELL_ACT_5","SMS_1","SMS_2","SMS_3","SPEECH_1","SPEECH_2","SPEECH_3","SPEECH_4","party_folded","MAL","PREPOL","COMPROMISE","TRUST_1","TRUST_2","TRUST_3","TRUST_4","TRUST_5","TRUST_6","ECON_PRE","ENV_PRE","IMMIG_PRE","GUN_PRE","TRUMP_PRE","ECON_POST","ENV_POST","IMMIG_POST","GUN_POST","TRUMP_POST","thermo_dem_PRE","thermo_rep_PRE","thermo_lib_PRE","thermo_con_PRE","thermo_gun_PRE","thermo_immig_PRE","thermo_climate_PRE","thermo_econ_PRE","thermo_trumpissue_PRE","understand_climate_PRE","understand_econ_PRE","understand_gun_PRE","understand_immig_PRE","understand_opideo_PRE","understand_opparty_PRE","understand_ownideo_PRE","understand_ownparty_PRE","understand_trumpissue_PRE","negtrait_otherideo_stupid_PRE","negtrait_otherparty_stupid_PRE","stupid_gun_PRE","stupid_imig_PRE","stupid_econ_PRE","stupid_climate_PRE","stupid_trumpissue_PRE","thermo_issues_PRE","understand_issues_PRE","stupid_issues_PRE","thermo_dem_POST","thermo_rep_POST","thermo_lib_POST","thermo_con_POST","thermo_gun_POST","thermo_immig_POST","thermo_climate_POST","thermo_econ_POST","thermo_trumpissue_POST","understand_climate_POST","understand_econ_POST","understand_gun_POST","understand_immig_POST","understand_opideo_POST","understand_opparty_POST","understand_ownideo_POST","understand_ownparty_POST","understand_trumpissue_POST","negtrait_otherideo_stupid_POST","negtrait_otherparty_stupid_POST","stupid_gun_POST","stupid_imig_POST","stupid_econ_POST","stupid_climate_POST","stupid_trumpissue_POST","thermo_issues_POST","understand_issues_POST","stupid_issues_POST","TRUST_ALL","SPEECH_ALL","SMS_ALL","WELLBEING_ALL","WELLACT_ALL"
"R_3D7k4ypnsNqQRKF","cons_t",1,2,6,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",5,5,4,6,6,6,6,4,5,5,5,6,5,5,5,6,5,4,3,0.2,0.25,-0.5,0,0,0,-2,-1,1,11,10,11,11,10.3333333333333,10.6666666666667,10.6666666666667,10.3333333333333,10,11,83,71,84,59,48,67,73,55,53,5,6,4,5,5,3,4,5,4,5,5,6,NA,NA,6,NA,59.2,4.8,NA,50,34,29,45,33,33,33,40,50,6,5,7,6,4,5,5,5,6,6,5,6,5,5,5,5,37.8,6,5.2,0.333333333333333,-5,5.33333333333333,-2,3
"R_7PTclNnOnorntC1","lib_t",1,3,6,1,1,0,1,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",1,4,3,6,5,3,1,2,0,3,2,1,1,5,7,7,6,7,3,0.2,0,-2.25,-1,-1,-1,0,0,-1,9.66666666666667,1,2,1.33333333333333,2.33333333333333,7,1.66666666666667,1,1.66666666666667,2.33333333333333,99,64,93,36,10,10,5,51,8,3,3,5,3,3,6,7,7,2,2,2,4,4,NA,NA,NA,16.8,3.2,NA,80,30,94,20,10,8,2,40,1,2,5,3,3,4,5,7,7,1,1,1,4,2,1,4,6,12.2,2.8,3.4,0.666666666666667,-6.75,2.33333333333333,-2,0.8
"R_3IXmoC7uH7wKAqB","lib_t",1,5,6,1,0,0,0,0,1,2,"Low Compliance 
(0-2 story surveys)
N = 79",4,5,6,4,7,4,0,4,0,0,0,5,6,5,5,6,6,5,3,0.600000000000001,0.5,0,3,1,2,1,2,1,9,9,9,10.3333333333333,1,9.33333333333333,9.66666666666667,9.66666666666667,10.3333333333333,2.33333333333333,92,2,89,7,42,38,45,56,7,6,4,4,5,4,1,7,7,7,5,6,5,5,NA,NA,NA,37.6,5.2,NA,66,81,77,66,55,67,59,58,60,4,5,5,6,4,5,5,6,5,4,5,6,4,4,4,5,59.8,5,4.6,-1.66666666666667,-5.5,5.33333333333333,-2,0.8
"R_1rjGfysqygohNM0","cons_t",1,0,4.25,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,1,4,5,7,4,2,0,1,0,7,4,1,5,7,7,7,7,0,1.8,0.5,0.75,2,0,-2,2,-1,-1,8,3.66666666666667,2,5,3.66666666666667,7,3.33333333333333,2.33333333333333,5.33333333333333,3.66666666666667,41,43,42,43,38,49,50,51,42,5,4,4,3,5,4,5,3,4,2,2,NA,NA,NA,2,2,46,4,NA,51,51,52,53,40,30,43,47,50,4,4,4,4,4,4,4,4,4,2,4,2,4,2,3,3,42,4,2.8,0,-7,3.33333333333333,-3,-0.8
"R_2tl4eRJwEZaAjyx","cons_c",0,3,4,0,0,0,0,0,0,0,NA,4,4,6,5,6,4,0,0,0,2,3,6,4,4,5,4,5,5,2,0.8,1.25,-1.25,0,0,0,-1,0,-1,8.33333333333333,4.33333333333333,3.66666666666667,3.66666666666667,11,9.66666666666667,4.66666666666667,3.66666666666667,6.33333333333333,10.6666666666667,7,50,20,72,20,16,31,19,41,4,2,1,2,2,1,6,4,4,2,2,NA,NA,NA,2,2,25.4,2.6,NA,5,81,4,70,37,60,40,40,50,2,4,3,5,2,1,6,6,4,1,3,2,2,2,1,1,45.4,3.6,1.6,0.333333333333333,-4.75,4.66666666666667,-2.16666666666667,-0.2
"R_1PXjbzosBHRHLZU","lib_c",0,3,4.5,0,0,0,0,0,0,0,NA,1,1,4,7,4,7,0,0,0,0,3,7,1,7,7,7,7,7,2,0,-2.25,-2.5,0,-1,1,0,0,-2,3.66666666666667,1.66666666666667,9,3.66666666666667,1,7,2,5,1.66666666666667,6.66666666666667,94,3,8,100,100,6,100,2,97,7,1,7,4,7,5,7,7,7,1,1,NA,1,NA,1,NA,61,5.2,NA,93,94,93,95,10,94,93,93,95,2,7,2,4,7,7,7,7,7,1,1,1,1,1,1,1,77,4.4,1,0.333333333333333,-7,5,-3.33333333333333,-0.6
"R_6KDkotJRRc9rFAd","cons_c",0,5,4.5,0,0,0,0,0,0,0,NA,1,1,7,7,7,7,0,2,0,0,3,2,4,4,4,4,4,4,3,0.2,0,0.25,0,-1,0,1,2,0,11.6666666666667,12.3333333333333,12.6666666666667,12.6666666666667,12,11,10,11.3333333333333,12.3333333333333,12.6666666666667,4,82,4,100,6,15,4,18,22,3,3,1,1,1,1,7,7,4,4,5,NA,NA,NA,3,4,13,2.4,NA,25,76,14,100,11,13,52,18,29,4,4,4,3,4,4,7,5,4,7,7,5,5,3,3,3,24.6,3.8,3.8,-0.333333333333333,-4,3.33333333333333,-4.33333333333333,-0.2
"R_2UiqbAobxfsibXc","cons_t",1,3,4.75,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",2,2,7,7,7,6,0,3,0,2,2,1,1,1,7,7,7,7,1,-4.2,0.25,-0.75,-2,0,-1,-1,0,0,10.6666666666667,11,9,9.33333333333333,12.6666666666667,9.33333333333333,9.33333333333333,7,10.3333333333333,12.3333333333333,0,100,1,100,50,50,50,50,30,4,4,4,4,1,1,7,7,4,4,4,NA,NA,4,4,NA,46,4,NA,50,95,35,70,50,40,50,10,50,2,1,1,3,3,5,6,7,3,3,2,4,3,7,7,1,40,2,4.4,0.666666666666667,-7,1,-3.83333333333333,0.6
"R_1hG8PHwb1RswgDF","lib_t",1,1,5,1,1,0,0,1,1,4,"Middle Compliance 
(3-4 story surveys)
N = 89",1,4,7,7,7,7,1,0,0,0,3,1,7,7,1,1,1,4,1,-0.2,-1.25,-0.75,1,-1,0,-1,1,-1,5,1,1,1.66666666666667,2.33333333333333,5,1,1,2.33333333333333,3,100,50,100,1,1,1,1,50,1,3,5,6,6,6,5,7,7,6,4,4,NA,4,NA,NA,2,10.8,5.2,NA,100,9,100,9,1,1,1,49,0,7,7,6,7,5,7,7,7,5,1,1,1,1,1,1,1,10.4,6.4,1,0.166666666666667,-1.75,5,-3.83333333333333,-0.4
"R_2zNfDz597WWKYGc","lib_c",0,3,6.5,0,0,0,0,0,0,0,NA,2,7,6,6,5,4,0,1,0,0,2,3,2,3,4,4,4,4,3,0.199999999999999,-0.5,-0.75,-2,-3,1,0,0,-1,5,1,1,2.66666666666667,1,4.33333333333333,1.33333333333333,1.66666666666667,2.66666666666667,1,100,0,100,22,0,21,49,50,0,1,2,1,2,3,3,7,7,1,4,5,NA,4,4,NA,NA,24,1.4,NA,97,0,93,17,0,30,4,38,0,1,1,1,2,1,1,7,6,1,5,6,4,4,4,4,7,14.4,1.2,4.6,0.833333333333333,-4,2.66666666666667,-2,-0.2
"R_2dWGRW6jbF7cix3","lib_c",0,2,5.5,0,0,0,0,0,0,0,NA,3,4,5,4,4,5,2,2,0,1,3,2,1,2,5,5,6,5,2,1.8,0,0,-1,-1,1,0,0,0,5,2.66666666666667,2.66666666666667,2.66666666666667,1.33333333333333,6.66666666666667,2.66666666666667,2.33333333333333,2.33333333333333,1,80,33,82,30,41,39,30,42,25,3,4,3,4,3,3,5,6,4,4,4,NA,NA,4,NA,4,35.4,3.6,NA,43,11,100,15,21,34,42,41,25,4,4,2,3,3,3,5,6,1,2,2,2,3,3,3,5,32.6,2.8,3.2,0.166666666666667,-5.25,1.66666666666667,-1.83333333333333,0.4
"R_2uOH260dYUmzftA","lib_t",1,1,4,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",2,2,5,5,5,5,1,1,0,0,4,5,5,5,5,5,5,5,1,0.8,0.25,0.75,-2,1,0,0,-1,2,7,3.66666666666667,1.66666666666667,2,1.33333333333333,5.66666666666667,3,3.66666666666667,3.33333333333333,1.66666666666667,68,43,41,63,37,39,40,40,2,3,5,3,4,5,3,5,4,2,2,3,2,NA,NA,3,NA,31.6,3.4,NA,70,28,69,34,31,31,21,30,83,2,4,2,3,5,2,3,5,1,3,5,6,6,5,6,6,39.2,2.4,5.8,0,-5,5,-2.66666666666667,-0.4
"R_w1nN78qlWNnOotX","lib_t",1,5,4,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",6,5,5,6,7,6,6,6,5,4,5,6,7,7,6,7,7,6,3,2.4,-1.5,-4.5,3,5,0,3,3,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,4,4,4,1,4,1,NA,4,NA,4,NA,0,1,NA,9,2,96,1,1,1,1,1,1,7,6,1,6,7,6,1,1,1,7,7,5,5,5,6,1,1,4.2,4.4,-2.66666666666667,-6.5,6.66666666666667,-2.16666666666667,3.2
"R_3psV1nHI1YnSjx1","lib_c",0,0,6.25,0,0,0,0,0,0,0,NA,1,1,3,1,1,5,1,1,0,0,0,2,1,1,6,6,6,6,0,-1,-0.5,0,0,0,0,0,0,2,1,2.33333333333333,3,1,1,1,2.33333333333333,4.33333333333333,1.66666666666667,1.66666666666667,1,11,23,19,10,21,11,13,1,1,1,1,2,4,1,4,4,1,6,5,NA,NA,NA,6,4,11.2,1.2,NA,0,0,0,0,0,0,0,11,0,4,4,3,4,4,4,4,4,1,3,1,7,2,1,4,7,2.2,3.2,4.2,-0.333333333333333,-6,1.33333333333333,-1.33333333333333,0.4
"R_3MSiN3QWC9nSrtx","lib_t",1,5,4,0,1,1,1,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",1,1,6,6,7,6,2,2,0,0,3,4,4,5,7,7,7,7,0,-2,0.5,0.25,-1,0,0,-1,0,0,4,1.33333333333333,1.66666666666667,1.66666666666667,1,3.66666666666667,1,1,1.66666666666667,1,35,25,50,25,0,50,25,50,0,2,4,1,2,2,2,7,4,1,5,5,4,NA,4,NA,NA,25,2,NA,35,20,50,20,0,0,0,50,0,1,2,1,1,1,1,4,1,1,6,4,6,4,1,4,7,10,1.2,4.4,0.333333333333333,-7,4.33333333333333,-3.83333333333333,0.2
"R_21bak5nKskrZ2OC","lib_t",1,1,4.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",4,5,5,3,6,5,0,0,0,1,3,5,4,6,7,7,7,7,1,1,0.25,2.5,-2,-3,-2,-2,0,0,5,1,2,1.66666666666667,1,4.66666666666667,2,2.66666666666667,1,1,93,0,1,49,1,1,29,3,2,3,2,1,2,4,1,6,6,1,7,5,7,NA,4,NA,NA,7.2,1.8,NA,49,8,22,42,10,2,13,7,6,4,3,1,3,4,2,6,5,7,5,5,7,4,5,4,7,7.6,3.6,5.4,1.5,-7,5,-1.66666666666667,-0.4
"R_1gCv2dPBolvAPXC","lib_t",1,0,6.5,1,1,1,0,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",1,4,6,3,6,6,3,3,0,0,5,6,4,6,6,5,6,4,3,0.399999999999999,0.5,2.25,2,4,1,-2,4,0,4.66666666666667,1,5.66666666666667,6.33333333333333,1,3.33333333333333,1.66666666666667,3.33333333333333,6.66666666666667,1,80,13,43,5,7,3,5,4,5,4,5,5,2,4,3,4,7,3,4,2,NA,NA,2,2,NA,4.8,3.8,NA,76,74,42,68,48,62,50,65,43,2,1,2,1,1,1,2,1,1,4,2,3,3,4,6,4,53.6,1.4,4,-1.5,-5.25,5.33333333333333,-2.66666666666667,0.2
"R_6DamNpEGk12Eq9b","lib_c",0,4,5.75,0,0,0,0,0,0,0,NA,2,4,6,6,5,5,1,1,0,0,2,2,2,5,5,5,5,5,2,-0.6,0.5,0.75,0,0,0,0,-1,0,5.66666666666667,1.66666666666667,3,3.33333333333333,1.33333333333333,6,2,4.33333333333333,1.66666666666667,2.33333333333333,88,1,98,12,3,48,14,40,3,3,5,2,5,3,2,6,6,5,6,5,6,NA,NA,7,NA,21.6,4,NA,99,19,100,20,15,50,50,45,11,4,4,4,4,4,4,4,4,4,1,1,6,2,2,6,3,34.2,4,3.8,0.166666666666667,-5,3,-2.66666666666667,0
"R_2PBBUmlhSsDynyq","lib_c",0,2,5.75,0,0,0,0,0,0,0,NA,2,4,5,5,5,5,0,2,0,0,0,3,3,3,6,6,5,5,3,-0.8,0.25,1.25,0,-2,-1,0,0,0,6,3.33333333333333,2,1,1.66666666666667,5.33333333333333,2.66666666666667,1,1.66666666666667,2.33333333333333,99,1,100,5,5,11,60,50,0,4,4,1,3,1,1,6,7,1,2,2,NA,NA,2,2,NA,25.2,2.6,NA,100,14,97,5,4,15,46,16,12,3,4,2,3,3,3,6,6,2,4,4,4,4,3,3,7,18.6,2.8,4.2,0.5,-5.5,3,-2.33333333333333,0.4
"R_10OTWVnak9JSDz8","lib_c",0,4,7,0,0,0,0,0,0,0,NA,7,7,7,3,3,6,3,1,0,1,2,7,2,7,4,5,5,5,3,-1.2,0.25,1,-3,-3,-3,-2,-5,-1,3.66666666666667,1,9.33333333333333,9,4,6,1,13,9,5,100,53,18,100,23,16,7,16,15,7,7,7,7,7,7,7,7,7,3,6,NA,6,2,NA,NA,15.4,7,NA,98,55,21,90,22,17,23,14,16,4,4,2,3,3,4,7,7,3,3,4,1,3,1,1,3,18.4,3.2,1.8,2.83333333333333,-4.75,5.33333333333333,-0.833333333333333,0.6
"R_1eqKAOX8LOMu9vq","lib_t",1,0,4,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,4,4,4,4,4,0,1,0,1,7,5,5,5,4,4,4,4,0,-0.2,-0.5,0,0,1,0,0,1,-1,7,2,2.33333333333333,1,1.66666666666667,7.66666666666667,2.33333333333333,4,1.66666666666667,1.66666666666667,25,23,50,50,5,15,33,50,5,2,4,1,2,4,2,4,3,1,4,4,4,NA,NA,4,NA,21.6,2,NA,25,20,25,25,5,15,10,50,5,2,4,1,2,4,1,4,1,2,1,1,4,2,1,4,4,17,2.2,3,-0.166666666666667,-4,5,-1.83333333333333,-1
"R_3nNP6fxTOCC0clD","cons_t",1,1,4.25,1,0,1,0,0,1,3,"Middle Compliance 
(3-4 story surveys)
N = 89",6,7,7,4,5,6,6,4,5,4,5,3,6,5,5,6,6,4,2,0,-0.5,0.75,-1,0,-1,0,0,-2,3.33333333333333,5.33333333333333,8.33333333333333,6,1,8.66666666666667,9,10,7.33333333333333,10.6666666666667,53,50,40,31,40,49,60,40,25,5,3,4,3,3,3,4,5,3,6,3,NA,NA,NA,3,7,42.8,3.6,NA,32,48,36,70,80,53,88,66,48,4,7,5,6,6,5,7,5,6,5,6,4,5,6,6,5,67,5.6,5.2,0.666666666666667,-5.25,4.66666666666667,-1.5,2.8
"R_Zgm3gTUrj6xuYjT","lib_c",0,2,4.75,0,0,0,0,0,0,0,NA,1,4,6,5,5,5,2,2,0,0,3,5,4,4,5,5,5,5,1,0.6,0,0,2,2,-1,-1,1,-1,7,2,8.66666666666667,1,1,6,1.66666666666667,5,2,1,85,8,87,8,4,44,11,17,5,2,1,4,4,1,1,6,6,3,7,7,NA,3,NA,NA,7,16.2,2.8,NA,90,58,76,13,45,30,15,21,23,3,3,7,2,2,1,5,6,1,1,1,2,1,5,3,1,26.8,3.2,2.4,-0.333333333333333,-5,4.33333333333333,-2.66666666666667,0.2
"R_1dEUPArT4AkgOkW","cons_c",0,0,4.25,0,0,0,0,0,0,0,NA,3,2,4,3,4,3,0,3,0,0,4,1,1,1,4,4,3,3,2,0.2,-1.75,-1,2,-1,-2,2,0,-1,8.33333333333333,5,4,7.66666666666667,4.33333333333333,7.66666666666667,6.33333333333333,8,5,4.33333333333333,36,81,50,61,66,38,6,76,33,2,4,4,5,2,5,2,7,6,4,3,2,NA,3,NA,NA,43.8,4.2,NA,53,60,41,26,74,63,32,45,47,3,3,4,4,5,4,6,4,2,1,1,1,1,1,1,1,52.2,3.2,1,0,-3.5,1,-1.5,-0.2
"R_1QMWDOdz7r2fpPy","cons_t",1,5,4.5,1,0,1,1,0,1,4,"Middle Compliance 
(3-4 story surveys)
N = 89",2,1,5,4,6,2,0,3,2,5,3,6,6,6,6,6,2,4,3,-1,1,0.75,-1,2,1,-1,2,-1,13,13,10,8,11.6666666666667,12,12,10.6666666666667,11.3333333333333,13,4,96,3,95,27,13,9,43,5,1,1,1,1,1,1,7,7,1,6,7,NA,NA,7,NA,7,19.4,1,NA,4,94,1,96,26,19,55,14,4,1,4,4,2,1,1,6,7,1,7,7,4,4,4,7,7,23.6,2.4,5.2,-0.333333333333333,-4.5,6,-2.33333333333333,1.4
"R_2DOAp1uF2VlA0Oj","lib_t",1,0,4.5,1,1,1,0,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",2,3,5,4,5,4,0,0,0,0,4,4,4,4,5,5,5,5,0,1.2,-0.25,0,0,0,0,2,0,0,6.66666666666667,4.66666666666667,5,4.66666666666667,2.33333333333333,7.33333333333333,4.66666666666667,5.66666666666667,2,1,51,50,50,50,45,50,51,49,50,3,5,3,4,5,5,5,5,3,4,4,4,NA,4,NA,NA,49,3.6,NA,50,50,50,51,51,46,50,45,55,2,2,2,2,4,4,4,4,2,2,2,3,2,2,3,3,49.4,2,2.6,-0.333333333333333,-5,4,-2.16666666666667,-0.8
"R_1LMudaCcyGySI0F","cons_c",0,4,6.5,0,0,0,0,0,0,0,NA,5,5,5,4,4,4,0,1,4,2,0,4,4,4,4,4,4,4,3,0.6,1,0.75,-1,-1,-1,0,1,-1,8.33333333333333,11,11,11.6666666666667,12,7.66666666666667,7.33333333333333,10.3333333333333,12,12,6,87,9,91,50,32,57,74,15,4,4,4,5,4,5,4,5,5,5,6,NA,4,NA,4,NA,45.6,4.4,NA,1,95,1,94,1,1,86,2,94,1,4,6,4,4,1,4,4,4,4,4,1,4,4,4,4,36.8,3.8,3.4,0.5,-4,4,-1.16666666666667,1.4
"R_3hybIQeoh9hlGnq","lib_c",0,4,4,0,0,0,0,0,0,0,NA,1,1,7,7,7,7,0,6,0,0,1,2,2,2,4,4,5,5,2,0.8,0.5,-0.75,1,-1,-1,0,-1,0,9.33333333333333,1.66666666666667,6.66666666666667,5.33333333333333,1,10.6666666666667,1.33333333333333,3.66666666666667,6,1,90,50,65,90,54,50,5,50,2,1,4,4,6,4,5,6,6,1,1,4,1,NA,NA,5,NA,32.2,3.2,NA,91,4,82,98,50,50,2,51,3,3,7,7,6,7,7,7,7,1,1,1,1,1,1,3,1,31.2,4.8,1.4,0.333333333333333,-4.5,2,-4.33333333333333,1
"R_1hxOXHFGtmYcxrE","lib_t",1,4,6.75,1,0,1,1,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",7,6,7,7,6,7,6,7,6,7,5,7,6,7,7,6,7,7,3,0.2,1.25,-0.25,1,0,1,0,0,2,11.6666666666667,12.3333333333333,6,4.66666666666667,6.66666666666667,11.3333333333333,12,12.6666666666667,12,12,77,67,90,48,56,75,55,87,68,6,6,6,5,7,6,5,6,5,4,6,NA,7,6,NA,NA,68.2,5.6,NA,78,91,100,81,77,81,100,93,94,7,6,6,6,6,7,7,7,7,7,6,7,6,7,7,6,89,6.4,6.6,-0.666666666666667,-6.75,6.66666666666667,-2.33333333333333,4.2
"R_3EaT7g3GnRj6sTz","lib_t",1,0,3,0,0,0,0,0,0,0,"Low Compliance 
(0-2 story surveys)
N = 79",6,7,6,7,6,7,7,7,7,7,7,6,7,6,6,7,6,7,1,0.399999999999999,0,0,1,0,0,0,-1,0,7,7,7,7,5,12.3333333333333,12.3333333333333,10.6666666666667,12.3333333333333,10,6,8,8,7,9,6,7,7,6,7,6,6,7,6,6,7,7,6,7,6,NA,NA,7,7,NA,7,6.4,NA,10,4,5,2,12,13,2,4,6,6,6,7,7,6,7,7,6,6,6,6,7,7,6,7,7,7.4,6.4,6.8,0,-6.5,6.33333333333333,-2.16666666666667,4.2
"R_1i9bQ9PaxH6O7wL","cons_c",0,1,5,0,0,0,0,0,0,0,NA,4,7,5,4,2,5,3,2,7,4,5,3,7,3,3,7,5,2,1,0.4,-0.25,-0.25,1,0,1,3,-1,-4,8.33333333333333,10,9,8.66666666666667,10,8,9,6.66666666666667,7.33333333333333,8,89,25,77,51,49,45,81,73,49,7,5,6,5,5,6,3,4,4,6,6,2,NA,6,NA,NA,59.4,5.4,NA,37,60,72,79,57,46,45,64,39,5,4,5,6,2,3,4,4,4,3,7,4,3,1,4,4,50.2,4.8,3.2,0,-4.25,4.33333333333333,-0.833333333333333,2.2
"R_3s0LfUmMHKMG8zD","lib_t",1,5,7,1,0,1,1,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",4,4,4,4,4,4,0,0,0,2,6,4,7,7,4,2,2,3,3,-0.6,0.75,0,-2,-2,0,-3,0,0,4,1,1,1,1,13,1,1,1,1,100,0,100,0,0,0,0,0,0,1,4,1,1,1,1,7,7,1,4,4,NA,4,NA,NA,4,0,1.6,NA,100,0,100,0,3,0,0,0,0,1,1,1,4,1,4,7,7,1,4,7,5,7,4,4,7,0.6,1.6,5.4,1.16666666666667,-2.75,6,-1.33333333333333,-0.8
"R_2CD4aC8rCw7O4LD","cons_t",1,4,6.75,0,0,0,0,0,0,0,"Low Compliance 
(0-2 story surveys)
N = 79",4,3,4,5,5,4,0,2,0,0,0,6,5,5,4,5,5,5,3,-0.600000000000001,-0.75,0,0,0,0,-1,0,-1,6,6.33333333333333,13,11.3333333333333,12.3333333333333,6,5.33333333333333,13,11.6666666666667,13,23,53,28,20,18,9,27,26,10,4,6,2,5,5,6,5,6,4,6,6,7,NA,7,NA,NA,18,4.2,NA,7,97,12,88,2,5,21,20,4,2,2,1,1,1,2,5,6,1,6,5,7,7,5,5,7,10.4,1.4,6.2,0.333333333333333,-4.75,5.33333333333333,-1.83333333333333,0.4
"R_rq1UKIo1s4jzA77","cons_c",0,1,1,0,0,0,0,0,0,0,NA,7,7,3,5,5,6,1,2,1,0,2,7,6,7,4,7,6,3,1,-2.4,0.5,-2,-4,0,-1,-3,-1,-2,7.33333333333333,7.33333333333333,3,5.33333333333333,10.3333333333333,7,6.66666666666667,5.33333333333333,5,7.33333333333333,31,62,38,61,25,48,37,48,27,4,4,5,4,2,2,7,6,3,6,5,7,NA,5,NA,NA,37,4,NA,65,55,68,60,75,9,40,50,59,6,4,4,5,5,5,5,5,5,2,2,6,4,5,6,4,46.6,4.8,5,1.83333333333333,-5,6.66666666666667,-0.833333333333333,0.4
"R_OuIDp9QphQLXK5r","lib_t",1,3,5.75,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",3,4,4,3,3,4,0,1,0,0,3,2,4,5,5,5,4,5,3,0.2,0.25,0.25,0,-1,0,-2,1,1,5.33333333333333,1,2,1.33333333333333,1.33333333333333,5.66666666666667,1,1.33333333333333,1.33333333333333,1.66666666666667,100,2,91,2,6,3,1,13,0,1,3,4,2,2,1,7,7,1,5,5,5,NA,NA,7,NA,4.6,2.2,NA,86,0,92,2,1,4,0,26,0,1,4,2,3,3,2,7,7,1,3,5,4,1,2,7,7,6.2,2.2,4.2,0.166666666666667,-4.75,3.66666666666667,-1.16666666666667,-0.4
"R_2OZ6L2xbUAUZg7F","cons_t",1,0,4.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,1,6,6,6,6,1,2,0,0,6,4,4,4,5,5,4,5,0,-1.4,-0.5,0.25,0,-1,0,1,0,0,6.33333333333333,7.66666666666667,3.33333333333333,6.66666666666667,8,7,7,5.66666666666667,5,7.66666666666667,50,50,50,50,50,50,50,50,50,6,6,6,6,6,6,6,6,6,2,2,NA,NA,NA,2,2,50,6,NA,50,50,50,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,1,50,4,1.2,0,-4.75,4,-3.66666666666667,-0.6
"R_sjtWPNn0q58PxJL","lib_t",1,2,4,0,1,1,1,0,1,4,"Middle Compliance 
(3-4 story surveys)
N = 89",2,3,6,4,4,5,0,2,0,2,0,1,4,4,7,7,7,6,1,-1.4,0.75,-0.5,-2,0,0,-1,-3,-1,7,1.66666666666667,5.66666666666667,6.66666666666667,1.66666666666667,6.33333333333333,1.66666666666667,5.33333333333333,5,2.33333333333333,60,50,30,60,33,25,25,34,0,2,2,4,4,6,5,3,5,1,4,2,4,NA,3,NA,NA,23.4,2.6,NA,50,30,50,50,50,50,19,50,5,1,4,4,4,6,2,4,5,1,1,4,5,1,5,7,7,34.8,2.8,5,1.16666666666667,-6.75,3,-2.33333333333333,0.8
"R_3OfymlLehYbe8z8","lib_t",1,1,4.75,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,2,4,5,4,4,0,1,0,0,2,1,1,1,5,5,5,5,0,0.2,-0.5,0,0,0,0,-1,0,-1,7.66666666666667,3.66666666666667,7.33333333333333,6.66666666666667,4.66666666666667,8.66666666666667,5.33333333333333,8,8,5.33333333333333,50,50,56,29,29,49,18,29,51,3,3,3,3,3,4,4,4,3,4,4,NA,NA,4,NA,5,35.2,3,NA,45,40,54,25,38,45,40,39,34,3,4,3,3,2,3,5,3,3,2,1,1,1,1,1,3,39.2,3.2,1.4,0.333333333333333,-5,1,-2.33333333333333,-0.2
"R_DjJQ5ixfsnMiwIF","cons_c",0,0,4.75,0,0,0,0,0,0,0,NA,2,3,4,4,4,4,0,1,1,1,5,4,4,4,4,4,4,4,0,0,-0.75,2,0,0,0,0,0,0,4,1,5,1.66666666666667,7.33333333333333,5.66666666666667,1,4.33333333333333,2.33333333333333,7.33333333333333,100,100,100,100,100,100,100,100,100,5,5,5,5,5,5,5,5,5,1,1,NA,NA,1,NA,1,100,5,NA,92,94,92,94,93,95,96,96,94,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,94.8,7,1,0,-4,4,-1.83333333333333,-0.4
