"ResponseId","URL","FAKE","EXTREMITY","QUALITY","incivility","emotion","sentiment","outlet","is_domain","political","date"
"R_3nGdX6oRzIlOSuv","https://spectator.org/whistleblowin-in-the-wind/","No","8","Acceptable quality",0,"0","Negative","The American Spectator",1,1,"2019-09-23"
"R_T6GUYE978RfSKPL","https://www.theblaze.com/news/democratic-congressman-wants-answers-on-joe-bidens-discussions-about-sons-business-dealings","No","Very Extreme","Very high quality",0,"0","Neutral","The Blaze",1,1,"2019-09-23"
"R_27gtPoCSpihzx6K","https://www.breitbart.com/environment/2019/09/24/500-scientists-write-u-n-there-is-no-climate-emergency/","Yes","5","Very poor quality",0,"0","Negative","Breitbart",1,1,"2019-09-24"
"R_1LdLa9gQ3u9PCWD","https://www.theblaze.com/news/how-dare-you-you-have-stolen-my-dreams-and-my-childhood-teen-climate-activist-greta-thunberg-unleashes-tirade-at-un","No","2","Very high quality",0,"0","Positive","The Blaze",1,1,"2019-09-23"
"R_3fotGQ8QUJmHZho","https://www.theblaze.com/news/trump-tweets-against-pelosi-and-impeachment-inquiry","No","Moderate","Acceptable quality",0,"0","Positive","The Blaze",1,1,"2019-09-24"
"R_2UWWaTTEDEu42Pz","https://spectator.org/scoldilocks-or-the-story-of-greta-thunberg/","Yes","Very Extreme","Very poor quality",0,"Anger","Negative","The American Spectator",1,1,"2019-09-25"
"R_1IFa6ZEhSk3IG9O","https://spectator.org/what-comes-after-transgender/","No","3","Acceptable quality",0,"Shock","Neutral","The American Spectator",1,1,"2019-09-21"
"R_5sVhE9IL0CZMRDb","https://www.breitbart.com/politics/2019/09/27/donald-trump-calls-for-adam-schiff-to-resign-after-intelligence-chairman-caught-lying-to-congress/","Yes","Somewhat extreme","Poor quality",0,"0","Negative","Breitbart",1,1,"2019-09-27"
"R_3Gp8HVN3eixYmUk","https://www.theblaze.com/news/bernie-sanders-recovering-from-heart-surgery","No","2","High quality",0,"0","Neutral","The Blaze",NA,NA,NA
"R_2PhSGACpVqAkHKp","https://www.democracynow.org/","No","3","Acceptable quality",0,"0","Positive","Democracy Now",1,0,""
"R_Uo70VK8THeiq4PD","https://www.thenation.com/","Yes","Somewhat extreme","Very poor quality",0,"0","Negative","The Nation",1,0,""
"R_UVzb99dRrN5gmBz","https://www.motherjones.com/environment/2019/08/these-are-the-cities-that-should-be-worried-the-most-about-climate-change-disaster/","No","Somewhat extreme","Acceptable quality",0,"0","Mixed","Mother Jones",1,1,"2019-08-26"
"R_1N9MINl1RbRE9z4","https://www.thenation.com/article/even-david-kochs-philanthropy-was-toxic/","Yes","5","Poor quality",0,"0","Negative","The Nation",1,1,"2019-08-26"
"R_1mKt8D5jwuXHTxU","https://www.thenation.com/article/bernie-sanders-interview-iowa/","No","2","Acceptable quality",0,"0","Positive","The Nation",1,1,"2019-08-23"
"R_3phY03Aa62uFYsL","https://www.democracynow.org/2019/8/28/headlines/bernie_sanders_unveils_plans_to_protect_independent_media_expand_labor_rights","No","2","Acceptable quality",0,"0","Neutral","Democracy Now",1,1,"2019-08-28"
"R_2wzceJt0Hq3RVg4","https://www.democracynow.org/","No","3","High quality",0,"0","Positive","Democracy Now",1,0,""
"R_5vhYnknTb9CKVih","https://www.thenation.com/article/donald-trump-corruption-william-barr-g-7-doral/","Yes","8","Poor quality",0,"0","Negative","The Nation",1,1,"2019-08-28"
"R_YRpHUGsSRp2jqGB","https://www.democracynow.org/2019/8/29/remembering_legendary_peace_activist_frances_crowe","No","Moderate","Very high quality",0,"0","Positive","Democracy Now",1,1,"2019-08-29"
"R_3nAFO60SC02vzmT","https://www.thenation.com/article/healthcare-reform-democrats-medicare-for-all/","No","5","Acceptable quality",0,"0","Negative","The Nation",1,1,"2019-08-30"
"R_6wXmuhGFuyYhdOp","https://www.thenation.com/article/republican-women-candidates-gender-gap/","Yes","8","Very poor quality",0,"0","Negative","The Nation",1,1,"2019-08-28"
"R_9MOXvriIC1Xhs9X","https://www.motherjones.com/environment/2019/08/blue-tarps-million-downed-trees-tens-of-billions-short-ways-puerto-rico-is-still-struggling-to-recover-from-maria/","Yes","Very Extreme","Acceptable quality",0,"0","Negative","Mother Jones",1,1,"2019-08-29"
"R_3iqnqY6rqqkcx6D","https://www.thenation.com/article/brexit-prorogue-colonialism-democracy/","Yes","3","High quality",0,"0","Positive","The Nation",1,1,"2019-08-30"
"R_2wjj2MOpTgpGQ8A","https://www.democracynow.org/2019/8/30/rami_khouri_israel_airstrikes_middle_east","Yes","8","Poor quality",0,"0","Negative","Democracy Now",1,1,"2019-08-30"
"R_ZdXH6YsIoVWpgTn","https://www.democracynow.org/2019/8/29/greta_thunberg_nyc_climate_activists","No","5","Acceptable quality",0,"Sadness","Neutral","Democracy Now",1,1,"2019-08-29"
"R_XHhcGNBnZkpmlEZ","https://www.motherjones.com/","No","Somewhat extreme","High quality",0,"Shock","Neutral","Mother Jones",1,0,""
"R_3RjPTrDR89XToHp","https://www.democracynow.org/2019/8/30/lee_gelernt_aclu_immigrant_rights","Yes","8","Very poor quality",0,"0","Negative","Democracy Now",1,1,"2019-08-30"
"R_9BOMPAQDoDC9vOh","https://www.thenation.com/article/kirsten-gillibrand-leaves-race/","No","5","Acceptable quality",0,"0","Negative","The Nation",1,1,"2019-08-29"
"R_2YYvzdjWakbSONG","https://www.thenation.com/","No","3","Acceptable quality",0,"0","Positive","The Nation",1,0,""
"R_2vZ9XC5jC2r7jqo","https://www.thenation.com/article/ady-barkan-is-an-authentic-american-hero/","No","2","Very high quality",0,"0","Positive","The Nation",1,1,"2019-08-30"
"R_2AX6QIF86mHNyok","https://www.thenation.com/article/peru-la-pampa-illegal-gold-mining/","No","3","High quality",0,"0","Negative","The Nation",1,1,""
"R_2b1xJMEagnkXDFx","https://www.thenation.com/article/healthcare-reform-democrats-medicare-for-all/","No","3","High quality",0,"0","Positive","The Nation",1,1,"2019-08-30"
"R_1LIO889P9uZysOw","https://www.thenation.com/article/why-trumps-support-of-boris-johnson-should-remind-congress-to-impeach/","No","Somewhat extreme","Acceptable quality",0,"0","Positive","The Nation",1,1,"2019-08-30"
"R_2TYm0MDLrGYfnKo","https://www.motherjones.com/politics/2019/09/alexandria-ocasio-cortez-mocks-the-straight-pride-parade/","No","Moderate","Acceptable quality",0,"0","Positive","Mother Jones",1,1,"2019-09-01"
"R_2xzMJraqg0c4XTa","Mother Jones: https://www.motherjones.com/","Yes","5","Acceptable quality",0,"Confusion","Negative","Mother Jones",1,0,""
"R_PT1deAQGFqPeKZz","https://www.motherjones.com/politics/2012/07/mass-shootings-map/","No","Somewhat extreme","Very high quality",0,"0","Neutral","Mother Jones",1,1,"2019-08-31"
"R_2rBleea1jmiIJ8l","https://www.democracynow.org/","No","Somewhat extreme","Poor quality",0,"Confusion","Neutral","Democracy Now",1,0,""
"R_2ysdEaf0NZ22j8d","https://www.democracynow.org/2019/8/19/humanitarian_aid_is_never_a_crime","No","5","High quality",0,"Sadness","Neutral","Democracy Now",1,1,"2019-08-19"
"R_2tiiHecBEY3OpiS","https://www.thenation.com/article/labor-rights-human-rights/.html","No","2","High quality",0,"0","Neutral","The Nation",1,1,""
"R_ymZNaCjZdIZTDTr","https://www.thenation.com/article/spotify-teardown-book-review/","No","Somewhat extreme","Acceptable quality",0,"0","Neutral","The Nation",1,0,""
"R_3PGnW7gRtEnxHnf","https://www.democracynow.org/","Yes","Very Extreme","Very poor quality",0,"0","Negative","Democracy Now",1,0,""
"R_2lvdVSkNY5XRr0d","https://www.democracynow.org/2019/9/3/hurricane_dorian","Yes","Somewhat extreme","Acceptable quality",0,"0","Negative","Democracy Now",1,1,"2019-09-03"
"R_2TsX5qEcERe4gEz","https://www.thenation.com/article/why-trumps-support-of-boris-johnson-should-remind-congress-to-impeach/","Yes","Very Extreme","Very poor quality",1,"0","Negative","The Nation",1,1,"2019-08-30"
"R_3egZrbvIkpuwRPQ","https://www.thenation.com/article/joe-biden-gaffe-mistake-democratic-presidential-primary/","Yes","8","Very poor quality",0,"0","Negative","The Nation",1,1,"2019-09-03"
"R_1IKs1JJd6CI1wit","https://www.thenation.com/article/joe-biden-gaffe-mistake-democratic-presidential-primary/","No","2","High quality",0,"0","Negative","The Nation",1,1,"2019-09-03"
"R_1lluBoo8QMPeWLo","https://www.motherjones.com/","Yes","Somewhat extreme","Acceptable quality",0,"0","Neutral","Mother Jones",1,0,""
"R_ZJCIpS7Zh7BByo1","https://www.thenation.com/article/arab-women-writers-reporting-from-arab-world/","No","2","Acceptable quality",0,"0","Positive","The Nation",1,1,"2019-09-03"
"R_1HkLQg9MofJmgsc","https://www.thenation.com/article/trump-recession-bill-maher/","No","3","High quality",0,"Anger","Positive","The Nation",1,1,"2019-08-16"
"R_enB3zkW7XS7VbcB","https://www.democracynow.org/2019/9/3/texas_shooting","No","Moderate","High quality",0,"Confusion","Neutral","Democracy Now",1,1,"2019-08-28"
"R_2rPChClJMOfpg4n","https://www.motherjones.com/politics/2019/08/the-trump-administration-has-packed-the-immigration-appeals-board-with-hardliners/","No","Moderate","Very high quality",0,"0","Positive","Mother Jones",1,1,"2019-08-29"
"R_yligi4l7LD2ME37","https://www.democracynow.org/2019/9/3/texas_shooting","Yes","Very Extreme","Very poor quality",0,"Shock","Negative","Democracy Now",1,1,"2019-09-03"
"R_201lPjbg1aCmlm9","https://www.motherjones.com/politics/2019/09/how-to-stop-russia-from-attacking-and-influencing-the-2020-election/","No","5","Acceptable quality",0,"0","Negative","Mother Jones",1,1,"2019-09-03"
"R_3HnX9P6eEDQg5zI","https://www.motherjones.com/food/2019/09/the-best-place-for-harvesting-solar-energy-is-not-where-i-expected-it-to-be/","No","Moderate","Very high quality",0,"0","Positive","Mother Jones",1,1,"2019-09-05"
"R_22WI5jG5gIzFXWS","https://www.motherjones.com/environment/2019/09/give-me-a-break-elizabeth-warren-just-cut-through-the-dumbest-climate-argument/","Yes","Very Extreme","Very poor quality",0,"0","Negative","Mother Jones",1,1,"2019-09-05"
"R_1P6qa6ChfCYpOkL","https://www.thenation.com/article/india-infrastructural-war-kashmir/","No","3","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-09-04"
"R_Q4yYcVVoOzDfW1z","https://www.thenation.com/article/donald-trump-administration-immigration/","No","Somewhat extreme","Acceptable quality",0,"0","Negative","The Nation",1,1,"2019-09-05"
"R_bsFaCOJSjyHOQc9","https://www.democracynow.org/2019/9/5/biden_fossil_fuels","No","3","Acceptable quality",0,"0","Positive","Democracy Now",1,1,"2019-09-05"
"R_26gTsgRqFg3PGyM","https://www.democracynow.org/2019/9/5/biden_fossil_fuels","No","8","Poor quality",1,"0","Negative","Democracy Now",1,1,"2019-09-05"
"R_stbhgw7m0jHYzmh","https://www.democracynow.org/2019/9/6/hurricane_dorian_bahamas_rescue_efforts","No","2","Very high quality",0,"Shock","Positive","Democracy Now",1,1,"2019-09-06"
"R_3PALt4eZS2Q6X0o","https://www.motherjones.com/politics/2019/09/johnson-johnson-was-on-trial-for-the-opioid-crisis-33-lawmakers-took-its-money-anyway/","No","2","Acceptable quality",0,"Anger","Neutral","Mother Jones",1,1,"2019-09-06"
"R_3KNu4GiAeRcZEQ5","https://www.thenation.com/article/steve-cohen-emoluments/","Yes","Very Extreme","Very poor quality",0,"0","Negative","The Nation",1,1,"2019-09-05"
"R_2xCS1Pz5ibDntew","https://www.motherjones.com/politics/2019/09/its-friday-and-donald-trump-is-still-talking-about-alabama/","No","3","Acceptable quality",0,"Sadness","Neutral","Mother Jones",1,1,"2019-09-06"
"R_3GwW7JLQzQPdi53","https://www.thenation.com/article/climate-change-democrats-townhall/","Yes","Very Extreme","Very poor quality",0,"0","Negative","The Nation",1,1,"2019-09-06"
"R_3oASqh0PfMuAWUq","https://www.motherjones.com/politics/2019/09/elizabeth-warren-is-doing-to-the-pentagon-what-she-did-to-wall-street/","No","Somewhat extreme","Poor quality",0,"Shock","Neutral","Mother Jones",1,1,"2019-09-06"
"R_3hEFfYEH8tczQwe","https://www.democracynow.org/2019/9/6/dorian_bahamas_climate_crisis","No","Somewhat extreme","High quality",0,"0","Neutral","Democracy Now",1,1,"2019-09-06"
"R_2E6Im7juvgNdBg0","https://www.motherjones.com/politics/2019/09/health-officials-are-investigating-450-cases-of-serious-lung-illness-linked-to-vaping/","No","3","High quality",0,"0","Positive","Mother Jones",1,1,"2019-09-06"
"R_W10LeY4waf1Zvpf","https://www.motherjones.com/politics/2019/09/congress-wants-to-know-if-the-air-force-is-propping-up-trumps-golf-course/","Yes","Somewhat extreme","Poor quality",0,"0","Neutral","Mother Jones",1,1,"2019-09-07"
"R_1pGQnX6jmGvQ8O4","https://www.democracynow.org/2019/9/6/dorian_bahamas_climate_crisis","Yes","8","High quality",0,"Sadness","Neutral","Democracy Now",1,1,"2019-09-06"
"R_SOcRtnkK8sd0dwt","https://www.thenation.com/article/climate-change-democrats-townhall/","No","Moderate","High quality",0,"0","Positive","The Nation",1,1,"2019-09-06"
"R_1ptgzSymFvkiMT4","https://www.motherjones.com/food/2019/09/this-apple-might-be-the-most-anticipated-piece-of-produce-in-history/","No","Moderate","Acceptable quality",0,"0","Negative","Mother Jones",1,1,"2019-09-07"
"R_2b1adF4Pyjw1jzz","https://www.democracynow.org/","No","3","Acceptable quality",0,"Shock","Neutral","Democracy Now",1,0,""
"R_3CZUzhILzH6KmNo","https://www.thenation.com/article/climate-change-town-hall-biden/","No","3","Acceptable quality",0,"0","Positive","The Nation",1,1,"2019-09-05"
"R_2CZe59WqhaGnw4F","https://www.democracynow.org/2019/9/6/hurricane_dorian_bahamas_rescue_efforts","No","Moderate","High quality",0,"Sadness","Neutral","Democracy Now",1,1,"2019-09-06"
"R_2ARTlRI71Q6eFqU","https://www.thenation.com/article/climate-change-democrats-townhall/","Yes","3","Poor quality",0,"0","Negative","The Nation",1,1,"2019-09-06"
"R_3ql0pDHlQC5GfBQ","https://www.motherjones.com/politics/2019/09/trump-cancels-a-secret-meeting-with-the-taliban-days-before-9-11-anniversary/","No","3","Very high quality",0,"0","Neutral","Mother Jones",1,1,"2019-09-08"
"R_2dmqWlgeJILLkqc","https://www.motherjones.com/politics/2019/09/trumps-campaign-manager-salivates-over-potential-trump-family-dynasty/","Yes","Somewhat extreme","Poor quality",0,"0","Positive","Mother Jones",1,1,"2019-08-29"
"R_21iH9T6m9KFVYMJ","https://www.motherjones.com/","Yes","Somewhat extreme","Poor quality",0,"Confusion","Neutral","Mother Jones",1,0,""
"R_2SldWuPVGxtBhIS","https://www.thenation.com/article/medicare-for-all-timothy-faust-new-book-review/","No","5","High quality",0,"Amazement","Positive","The Nation",1,1,"2019-09-09"
"R_29uKVUjUYqgePil","https://www.thenation.com/","Yes","2","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-08-30"
"R_xFXAeHomyn6k2ch","https://www.thenation.com/article/medicare-for-all-timothy-faust-new-book-review/","No","3","Acceptable quality",1,"0","Negative","The Nation",1,1,"2019-09-09"
"R_2D2A89YakPVMfST","https://www.democracynow.org/2019/9/6/dorian_bahamas_climate_crisis","Yes","5","High quality",0,"0","Positive","Democracy Now",1,1,"2019-09-06"
"R_2VpPB6UHNi6vypA","https://www.motherjones.com/crime-justice/2019/08/unsealed-documents-show-how-purdue-pharma-created-a-pain-movement/","No","Moderate","Very high quality",0,"0","Positive","Mother Jones",1,1,"2019-08-29"
"R_1M5HH68Gsrk1yeV","https://www.motherjones.com/politics/2019/09/gop-congressional-candidate-has-ties-to-far-right-supporter-of-the-proud-boys/","Yes","Very Extreme","Very poor quality",0,"0","Negative","Mother Jones",1,1,"2019-09-10"
"R_1CIrQBOh0kJ6C0w","https://www.democracynow.org/2019/9/9/hurricane_dorian_climate_change_link_underreported","No","3","High quality",0,"0","Negative","Democracy Now",1,1,"2019-09-09"
"R_1DwAhkPxctQzLRW","https://www.thenation.com/article/north-carolina-congress-vote/","Yes","5","Poor quality",0,"0","Negative","The Nation",1,1,"2019-09-10"
"R_afw1tHVhUADLq49","https://www.thenation.com/article/trump-administration-distraction/","Yes","Very Extreme","Poor quality",0,"0","Negative","The Nation",1,1,"2019-09-10"
"R_3EEDdn0RPBabZy6","https://www.thenation.com/article/trump-administration-distraction/","Yes","8","Poor quality",0,"0","Negative","The Nation",1,1,"2019-09-10"
"R_2TAEv8g24DgxxSr","https://www.democracynow.org/2019/9/10/dorian_refugees_us_support","Yes","5","Acceptable quality",0,"0","Neutral","Democracy Now",1,1,"2019-09-10"
"R_2vZeRYmBhLCh5bA","https://www.motherjones.com/politics/2019/09/vouchers-tax-credits-zoning-can-a-president-do-anything-to-fix-the-housing-crisis/","No","Somewhat extreme","Acceptable quality",0,"0","Neutral","Mother Jones",1,1,"2019-09-11"
"R_1mFba8Qq7FpE79m","https://www.democracynow.org/2019/4/17/icc_makes_dangerous_decision_to_drop","Yes","5","High quality",0,"0","Positive","Democracy Now",1,1,"2019-4-17"
"R_SDhuJ6U5kAUm9e9","https://www.thenation.com/article/2020-democrats-death-penalty/","No","3","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-09-12"
"R_1f7qLYgzvVf9FmR","https://www.democracynow.org/2019/9/12/john_bolton_fired_national_security_adviser","No","Moderate","High quality",0,"0","Neutral","Democracy Now",1,1,"2019-09-12"
"R_3EDPAnM4UsPuwfH","https://www.motherjones.com/politics/2019/09/elizabeth-warren-social-security-plan/","Yes","Somewhat extreme","Poor quality",0,"0","Negative","Mother Jones",1,1,"2019-09-12"
"R_2ZWfE2JV3nkuOMU","https://www.thenation.com/article/gun-control-legislation-congress/","Yes","Very Extreme","Acceptable quality",0,"0","Negative","The Nation",1,1,"2019-09-12"
"R_301Y6OntZnmoMOJ","https://www.thenation.com/article/joe-biden-debate-election-2020/","No","2","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-09-13"
"R_1hEJOfhHXnF9oHM","https://www.thenation.com/article/joe-biden-debate-election-2020/","No","5","High quality",0,"0","Neutral","The Nation",1,1,"2019-09-13"
"R_ZxjJjWkqvNmjzCV","https://www.thenation.com/article/gun-control-legislation-congress/","Yes","8","Poor quality",0,"0","Negative","The Nation",1,1,"2019-09-12"
"R_1jPVOR5Ios5Kgde","https://www.thenation.com/article/bret-stephens-likes-safe-spaces/","Yes","5","High quality",0,"0","Positive","The Nation",1,1,"2019-08-30"
"R_DIDsAn6dGs8dCdb","https://www.thenation.com/article/trump-impeachment-inquiry-nadler/","No","Moderate","Acceptable quality",0,"0","Positive","The Nation",1,1,"2019-09-13"
"R_ZgUUYGk89leAAmt","https://www.thenation.com/article/nabokov-sarah-weinman-the-real-lolita-book-review/","No","2","Acceptable quality",0,"Anxiety","Neutral","The Nation",1,0,""
"R_2cpg9o2TeSjo5IS","https://www.thenation.com/article/bret-stephens-likes-safe-spaces/","Yes","8","High quality",0,"0","Positive","The Nation",1,1,"2019-08-30"
"R_AnRuXqGzglLw0U1","https://www.motherjones.com/politics/2019/09/citizenship-census-lawsuit/","Yes","Somewhat extreme","Poor quality",0,"0","Neutral","Mother Jones",1,1,"2019-09-14"
"R_daIVF4zNlgo6dl7","https://www.motherjones.com/politics/2019/09/inside-the-alaskan-boarding-school-trying-to-overcome-its-history-by-embracing-indigenous-students/","Yes","Somewhat extreme","Acceptable quality",0,"0","Mixed","Mother Jones",1,1,"2019-09-13"
"R_3UZ75b5nIcwSyeB","https://www.motherjones.com/politics/2019/09/director-national-intelligence-schiff-whistleblower/","Yes","2","Very poor quality",0,"Confusion","Neutral","The Nation",1,1,"2019-09-15"
"R_3sob79nQ0dZBIsG","https://www.motherjones.com/politics/2019/09/there-is-an-important-climate-solution-democrats-never-talk-about-but-why/","No","8","Acceptable quality",0,"0","Neutral","Mother Jones",1,1,"2019-09-15"
"R_CfUZS59UQAGXBiF","https://www.motherjones.com/politics/2019/09/brett-kavanaugh-kamala-klobuchar-castro-warren/","No","3","Acceptable quality",0,"0","Negative","Mother Jones",1,1,"2019-09-15"
"R_3maxSZN3wNHSGzw","https://www.motherjones.com/environment/2019/09/we-know-theres-lots-of-plastic-in-the-ocean-why-cant-we-find-it/","No","2","High quality",0,"0","Positive","Mother Jones",1,1,"2019-09-16"
"R_3EYWuKDe9B8WpHW","https://www.motherjones.com/politics/2019/09/trump-border-remain-in-mexico-court-dates-night/","No","2","Poor quality",0,"Confusion","Neutral","Mother Jones",1,1,"2019-09-16"
"R_11i8AUKl64dFibZ","https://www.democracynow.org/2019/9/13/democratic_debate_white_supremacy_racism","No","Somewhat extreme","Acceptable quality",0,"0","Neutral","Democracy Now",1,1,"2019-09-13"
"R_3iKBQiAsjxlurlg","https://www.thenation.com/article/abortion_mexico_rape_suvivors-green_tide/","Yes","8","Acceptable quality",0,"Shock","Neutral","The Nation",1,1,"page not found"
"R_1QFyi7cLEfIw9EI","https://www.democracynow.org/2019/5/28/green_party_wins_record_support_in","Yes","8","High quality",0,"0","Positive","Democracy Now",1,1,"2019-05-28"
"R_1LtUOx3Th0P19Kn","https://www.motherjones.com/politics/2019/09/gun-control-background-checks-beto-trump-biden/","Yes","Somewhat extreme","Poor quality",0,"0","Negative","Mother Jones",1,1,"2019-09-17"
"R_1pPuB8ODGDPiN3y","https://www.democracynow.org/2019/9/18/israeli_election_results_netanyahu_gantz","No","Very Extreme","Acceptable quality",0,"Confusion","Negative","Democracy Now",1,1,"2019-09-18"
"R_3PT8kyuIy1VZFmC","https://www.democracynow.org/2019/9/19/greta_thunberg_change_is_coming_whether","No","Somewhat extreme","Acceptable quality",0,"0","Negative","Democracy Now",1,1,"2019-09-19"
"R_2YytQBUf0iM7DKR","https://www.democracynow.org/","No","5","High quality",0,"0","Neutral","Democracy Now",1,0,""
"R_3MoHbseE03X4NWK","https://www.thenation.com/","No","Moderate","High quality",0,"0","Positive","The Nation",1,0,""
"R_s4ZEJNwFT6ATb0J","https://www.thenation.com/article/trump-india-modi/","No","5","Acceptable quality",0,"0","Mixed","The Nation",1,1,"2019-09-20"
"R_2qEHrUSpHmnyWJS","https://www.democracynow.org/2019/9/20/youth_climate_lawsuit_juliana_v_united","No","8","Acceptable quality",0,"Shock","Neutral","Democracy Now",1,1,"2019-09-20"
"R_2VCMZlfkiATvhOJ","https://www.motherjones.com/politics/2019/09/nancy-pelosi-trump-whistleblower-impeachment-ukraine/","No","8","Acceptable quality",0,"0","Neutral","Mother Jones",1,1,"2019-09-22"
"R_3MzYnlZilp5NjRJ","https://www.motherjones.com/politics/2019/09/the-purdue-settlement-is-a-great-deal-for-the-sacklers/","No","2","Acceptable quality",0,"0","Neutral","Mother Jones",1,1,"2019-09-23"
"R_2EEnsrMfK3TLihb","https://www.motherjones.com/politics/2019/09/stephen-miller-calls-the-whistleblower-a-deep-state-agent/","No","2","Acceptable quality",0,"0","Negative","Mother Jones",1,0,""
"R_3JDgfZxCPm6DkEV","https://www.breitbart.com/politics/2019/08/24/cnns-april-ryan-tell-real-story-alleged-security-guard-assault/","No","Very Extreme","Acceptable quality",0,"Sadness","Neutral","Breitbart",1,1,"2019-08-24"
"R_6Ym4iPjYgAomaRj","https://www.breitbart.com/clips/2019/08/25/nyts-bret-stephens-trump-either-mentally-unwell-or-morally-unfit-maybe-both/","No","Somewhat extreme","High quality",0,"0","Neutral","Breitbart",1,1,"2019-08-25"
"R_1pWCqzmW7Cj3fCe","https://www.theblaze.com/news/iowa-college-removes-professor-who-declared-i-am-antifa","No","3","Acceptable quality",0,"Confusion","Neutral","The Blaze",1,1,"2019-08-26"
"R_3HN7nKpy16jCuyJ","https://www.theblaze.com/news/report-says-trump-has-suggested-using-nuclear-bombs-to-thwart-hurricane-trump-says-fake-news","Yes","Very Extreme","Acceptable quality",1,"0","Neutral","The Blaze",1,1,"2019-08-26"
"R_1SruaetiwDE98wF","https://www.breitbart.com/clips/2019/08/26/washington-posts-rubin-we-have-to-burn-down-the-republican-party/","No","Somewhat extreme","Poor quality",1,"0","Neutral","Breitbart",1,1,"2019-08-26"
"R_31GZsXzUM2LKMoo","https://www.theblaze.com/news/biden-drops-to-third-in-national-poll-as-electability-competency-concerns-mount","Yes","8","Poor quality",0,"0","Negative","The Nation",1,1,"2019-08-26"
"R_1zEs8yM2wAI08cp","https://www.theblaze.com/news/bernie-sanders-compliments-china","No","Moderate","Poor quality",0,"0","Neutral","The Blaze",1,1,"2019-08-28"
"R_29bLWDMALeWkN9n","https://www.breitbart.com/","No","Somewhat extreme","Acceptable quality",0,"unclear","Neutral","Breitbart",1,0,""
"R_1pERsgCQZ1wREvc","https://spectator.org/david-koch-an-appreciation/","Yes","Somewhat extreme","Acceptable quality",0,"0","Mixed","The American Spectator",1,1,"2019-08-28"
"R_30jFWLFE2i2QZUV","https://www.theblaze.com/news/nypd-detectives-plead-guilty-to-felony-bribery-and-abuse-of-power-but-will-not-serve-jail-time-in-sexual-assault-case","Yes","Moderate","High quality",0,"0","Positive","The Blaze",1,1,"2019-08-30"
"R_enB3zkW7XS7VbcB","https://www.theblaze.com/news/eric-trump-will-sue-larry-odonnell-and-msnbc","Yes","Very Extreme","Very poor quality",1,"Anger","Negative","The Blaze",1,1,"2019-08-28"
"R_21BuIZGeybHsLG8","https://spectator.org/joe-biden-puts-his-foot-in-his-electability/","No","3","Acceptable quality",0,"0","Neutral","The American Spectator",1,1,"2019-08-30"
"R_3HYMMtXBXnekxwt","https://spectator.org/playing-politics-with-the-fed-but-bill-dudley-outdoes-the-president/","No","3","High quality",0,"0","Neutral","The American Spectator",1,1,"2019-08-29"
"R_1im6eAIl6eNTVHr","https://spectator.org/why-trumps-approval-ratings-are-up-among-minorities/","Yes","2","Acceptable quality",0,"Shock","Neutral","The American Spectator",1,1,"2019-08-19"
"R_1GExodenFD6MiNz","https://www.breitbart.com/politics/2019/08/30/cnns-joe-lockhart-trump-views-white-people-as-more-important-than-everyone-else/","No","8","Acceptable quality",0,"0","Positive","Breitbart",1,1,"2019-08-30"
"R_2rT3QtudflVdNnB","https://www.breitbart.com/2020-election/2019/08/31/joe-biden-undercuts-electability-strategy-almost-anybody-beat-trump/","No","5","Acceptable quality",0,"0","Negative","Breitbart",1,1,"2019-08-31"
"R_xooV9P4O01HT71L","https://spectator.org/could-the-2020-election-be-another-1980/","No","Moderate","Very high quality",0,"0","Positive","The American Spectator",1,1,"2019-09-01"
"R_3eeQyoVc2GSO6cX","https://www.breitbart.com/border/2019/08/31/multiple-people-shot-in-west-texas-active-shooter-incident/","No","Moderate","Very high quality",0,"Sadness","Neutral","Breitbart",1,1,"2019-08-31"
"R_UXhLmZupWZs6Kfn","https://spectator.org/could-the-2020-election-be-another-1980/","No","3","Acceptable quality",0,"0","Positive","The American Spectator",1,1,"2019-09-01"
"R_pSHkLpK2nWAK2oV","https://www.breitbart.com/border/2019/08/31/multiple-people-shot-in-west-texas-active-shooter-incident/","No","2","Very high quality",0,"Sadness","Neutral","Breitbart",1,1,"2019-08-31"
"R_82NXVy1kyl9w3Zv","https://spectator.org/could-the-2020-election-be-another-1980/","No","Moderate","Acceptable quality",0,"0","Mixed","The American Spectator",1,1,"2019-08-31"
"R_1dcBnSfkilUcYWu","https://www.breitbart.com/politics/2019/09/01/president-trump-stronger-background-checks-would-not-stop-attacks/","No","3","Very high quality",0,"0","Positive","Breitbart",1,1,"2019-09-01"
"R_1OSPscxWkFTLfPE","https://www.breitbart.com/politics/2019/09/01/elizabeth-warren-demands-gun-control-vote-before-midland-facts-known/","No","Moderate","Acceptable quality",0,"0","Negative","Breitbart",1,1,"2019-09-01"
"R_2CHaww1ZIC7HVBd","https://www.theblaze.com/news/beto-orourke-reveals-his-dark-gun-control-plan-if-president-and-says-it-wont-be-voluntary","Yes","3","Acceptable quality",0,"0","Negative","The Blaze",1,1,"2019-09-01"
